1.0,0.9000915592089327,0.012563650772208636
1.5,0.9297058576459113,0.009723885796047244
2.0,0.9556931924912107,0.007164305403096655
2.5,0.965088030802926,0.0058608362551412305
3.0,0.9694760275461011,0.006286475511652202
3.5,0.97447648120535,0.005133823781404566
4.0,0.9692214749560649,0.00932645563406276
4.5,0.9794699694113892,0.005044886666237336
5.0,0.9834848373674567,0.00442534341309269
5.5,0.981022803870781,0.004523554090352003
6.0,0.9844390848518553,0.004103214659759947
6.5,0.9861073751126671,0.004679460135160908
7.0,0.9824003026913972,0.005672817725083103
7.5,0.9856974880021874,0.004688130656808832
8.0,0.9856782490983664,0.004925114950679627
8.5,0.990190265159731,0.0035818590508909574
9.0,0.9885799941386534,0.004066739607337923
9.5,0.986803996924133,0.005074822763579613
10.0,0.9891944607912285,0.0035756419684662855
