1.0,0.09922592391055914,9.675782974430301E-4
1.5,0.06670704026919234,8.815977456625714E-4
2.0,0.05075473900585892,6.595298668865025E-4
2.5,0.040129814856952176,4.5889559430072784E-4
3.0,0.033412535335737445,3.966506566145119E-4
3.5,0.028167697312524158,3.255436041901041E-4
4.0,0.0250838007303382,3.484397890749687E-4
4.5,0.022179954211348055,2.613389369735968E-4
5.0,0.019997840401898278,2.326382329871664E-4
5.5,0.017972287182376843,1.694431305086263E-4
6.0,0.016679734611344865,1.6403766448720903E-4
6.5,0.015507188816368303,1.813563671824858E-4
7.0,0.014350409507394302,1.3421362281267147E-4
7.5,0.013304406991995957,1.6746403690677785E-4
8.0,0.012457944222029926,1.1615060064841019E-4
8.5,0.011806144875197351,1.3639020568090475E-4
9.0,0.011085420927159615,1.1350840219038456E-4
9.5,0.010507573054861328,1.3291219939886906E-4
10.0,0.01005480410065175,1.243580603052876E-4
